0.25,1.0744+1.1102e-16i,0.52984+5.5511e-17i,0.36943,0.26582-1.3878e-17i,0.2201,0.23352+1.3878e-17i,0.22919-1.3878e-17i,0.21405,0.18754,0.13321,0.10381-6.9389e-18i,0.15228,0.18474-2.0817e-17i,0.16651+6.9389e-18i,0.16388+2.7756e-17i,0.23263-1.3878e-17i
0.25,-0.44529+0.23059i,-0.11662+0.67259i,0.56646+0.77958i,0.76248+0.35858i,0.61296-0.1182i,0.36541-0.24378i,0.2145-0.23489i,0.13607-0.22047i,0.11645-0.21505i,0.19185-0.17104i,0.24975+0.1184i,0.12655+0.25936i,0.090625+0.29029i,-0.040692+0.31378i,-0.27612-0.045042i,-0.15451-0.19557i
0.25,-0.44555+0.23143i,-0.11645+0.67265i,0.56646+0.77958i,0.762+0.35961i,0.61324-0.11734i,0.36549-0.2435i,0.21555-0.2344i,0.13671-0.21974i,0.11718-0.21483i,0.19134-0.17157i,0.25029+0.11741i,0.12729+0.25913i,0.091238+0.29025i,-0.040307+0.31384i,-0.27618-0.045024i,-0.15439-0.19569i
0.25,-0.16628-0.083011i,-0.1337-0.83627i,-0.74319-0.93707i,-0.56675-0.40288i,-0.21281-0.14244i,0.022254-0.18581i,0.11377-0.25781i,0.12258-0.31396i,0.11442-0.36281i,0.209-0.36021i,0.39914-0.0031278i,0.26932+0.19527i,0.20138+0.18166i,0.16188+0.19264i,-0.068508+0.27597i,-0.12879+0.25875i
