0.25,0.16976-0.18352i,-0.019444-0.24924i,-0.19617-0.15498i,-0.24698+0.038769i,-0.13925+0.20763i,0.05786+0.24321i,0.21783+0.12268i,0.23798-0.076601i
0.25,0.22906+0.10015i,0.16976+0.18352i,0.082029+0.23616i,-0.019444+0.24924i,-0.11766+0.22058i,-0.19617+0.15498i,-0.24182+0.063414i,-0.24698-0.038769i
0.25,0.22906+0.10015i,0.16976+0.18352i,0.082029+0.23616i,-0.019444+0.24924i,-0.11766+0.22058i,-0.19617+0.15498i,-0.24182+0.063414i,-0.24698-0.038769i
0.25,0.24471+0.051156i,0.22906+0.10015i,0.20372+0.1449i,0.16976+0.18352i,0.12862+0.21438i,0.082029+0.23616i,0.031969+0.24795i,-0.019444+0.24924i
